league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,PF,Rk,W,D,L,GF,GA,GD,Pts/MP,PF_next_5_years
Primera Division,FC Barcelona,2009,113.5,28.375,24.0,0.0,0.0,0.0,0,30.0,15.0,24.5,2,0.0,0.0,0.0,0,83.5,41.75,23.5,2,24.5,6.125,27.0,0.0,0.0,0.0,0,0.5,0.5,22.0,1,2.0,2.0,28.0,1,22.0,11.0,29.0,2,0,1,31,6,1,98,24,74,2.61,0
Primera Division,Getafe CF,2009,12.25,2.45,23.6,0.0,0.0,0.0,0,4.5,2.25,25.0,2,3.75,1.875,23.0,2,4.0,4.0,22.0,1,11.4,2.85,23.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.4,2.2,22.5,2,7.0,3.5,24.5,2,0,6,17,7,14,58,48,10,1.53,2
Primera Division,RCD Mallorca,2009,0.4,0.4,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4,0.4,26.0,1,0.0,0.0,0.0,0,9.95,1.99,23.2,5.0,5.0,25.0,1,0.5,0.5,19.0,1,3.6,3.6,29.0,1,0.85,0.425,21.5,2,0,5,18,8,12,59,44,15,1.63,2
Primera Division,Real Madrid,2009,258.5,32.312,24.125,0.0,0.0,0.0,0,19.0,9.5,24.5,2,105.5,35.167,25.333,3,134.0,44.667,22.667,3,88.5,9.833,24.667,0.0,0.0,0.0,0,3.5,1.75,27.0,2,25.0,8.333,22.333,3,60.0,15.0,25.25,4,0,2,31,3,4,102,35,67,2.53,0
Primera Division,Sevilla FC,2009,27.5,6.875,25.75,0.0,0.0,0.0,0,3.5,1.75,25.5,2,9.0,9.0,28.0,1,15.0,15.0,24.0,1,9.3,1.55,27.667,1.9,1.9,32.0,1,4.7,2.35,25.0,2,2.2,1.1,29.0,2,0.5,0.5,26.0,1,0,4,19,6,13,65,49,16,1.66,0
Primera Division,Valencia CF,2009,5.0,5.0,25.0,5.0,5.0,25.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.625,3.438,24.833,0.5,0.5,24.0,1,19.325,6.442,26.333,3,0.8,0.4,23.0,2,0.0,0.0,0.0,0,0,3,21,8,9,59,40,19,1.87,0
Primera Division,Athletic Bilbao,2009,2.35,1.175,22.0,0.0,0.0,0.0,0,2.35,1.175,22.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,8,15,9,14,50,53,-3,1.42,1
Primera Division,CA Osasuna,2009,2.46,1.23,28.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.46,1.23,28.5,2,4.0,2.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,2.0,26.0,2,0.0,0.0,0.0,0,1,12,11,10,17,37,46,-9,1.13,2
Primera Division,Deportivo de La Coruña,2009,2.0,2.0,26.0,0.0,0.0,0.0,0,2.0,2.0,26.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.7,1.35,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.7,1.35,24.5,2,1,10,13,8,17,35,49,-14,1.24,2
Primera Division,RCD Espanyol Barcelona,2009,5.8,1.45,21.25,0.0,0.0,0.0,0,4.3,2.15,21.5,2,0.0,0.0,0.0,0,1.5,0.75,21.0,2,8.15,2.038,25.25,0.0,0.0,0.0,0,4.5,2.25,23.0,2,3.65,1.825,27.5,2,0.0,0.0,0.0,0,1,11,11,11,16,29,46,-17,1.16,1
Primera Division,Real Zaragoza,2009,14.9,1.862,25.25,1.0,1.0,25.0,1,4.4,1.467,25.333,3,1.0,1.0,24.0,1,8.5,2.833,25.667,3,10.915,3.638,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.5,5.25,26.5,2,0.415,0.415,28.0,1,1,14,10,11,17,46,64,-18,1.08,2
Primera Division,UD Almería,2009,5.2,2.6,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,3.0,22.0,1,2.2,2.2,24.0,1,7.5,3.75,25.0,0.0,0.0,0.0,0,2.5,2.5,27.0,1,0.0,0.0,0.0,0,5.0,5.0,23.0,1,1,13,10,12,16,43,55,-12,1.11,2
Primera Division,Villarreal CF,2009,22.9,7.633,24.667,0.0,0.0,0.0,0,6.0,6.0,22.0,1,0.4,0.4,27.0,1,16.5,16.5,25.0,1,11.75,3.917,24.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.1,4.1,23.0,1,7.65,3.825,25.5,2,1,7,16,8,14,58,57,1,1.47,0
Primera Division,CD Tenerife,2009,0.6,0.3,23.5,0.0,0.0,0.0,0,0.3,0.3,22.0,1,0.0,0.0,0.0,0,0.3,0.3,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,19,9,9,20,40,74,-34,0.95,2
Primera Division,Málaga CF,2009,1.6,0.8,27.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,0.7,29.0,1,0.9,0.9,26.0,1,1.15,0.575,26.0,0.0,0.0,0.0,0,0.9,0.9,25.0,1,0.0,0.0,0.0,0,0.25,0.25,27.0,1,2,17,7,16,15,42,48,-6,0.97,1
Primera Division,Racing Santander,2009,6.5,1.083,24.5,0.0,0.0,0.0,0,2.3,0.767,24.333,3,1.2,1.2,23.0,1,3.0,1.5,25.5,2,8.5,4.25,24.5,0.0,0.0,0.0,0,6.0,6.0,22.0,1,0.0,0.0,0.0,0,2.5,2.5,27.0,1,2,16,9,12,17,42,59,-17,1.03,2
Primera Division,Real Valladolid CF,2009,6.675,1.669,24.75,0.0,0.0,0.0,0,0.925,0.462,26.0,2,0.0,0.0,0.0,0,5.75,2.875,23.5,2,9.5,4.75,21.0,5.5,5.5,20.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,22.0,1,2,18,7,15,16,37,62,-25,0.95,2
Primera Division,Sporting Gijón,2009,1.4,0.467,27.0,0.6,0.6,30.0,1,0.5,0.5,28.0,1,0.0,0.0,0.0,0,0.3,0.3,23.0,1,3.3,3.3,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.3,3.3,24.0,1,0.0,0.0,0.0,0,2,15,9,13,16,36,51,-15,1.05,2
Primera Division,Xerez CD,2009,0.5,0.5,24.0,0.5,0.5,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,20,8,10,20,38,66,-28,0.89,2
Primera Division,Athletic Bilbao,2010,2.72,1.36,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.7,2.7,21.0,1,0.02,0.02,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,6,18,4,16,59,55,4,1.53,0
Primera Division,FC Barcelona,2010,72.5,18.125,25.75,0.0,0.0,0.0,0,9.5,9.5,25.0,1,23.0,11.5,25.0,2,40.0,40.0,28.0,1,52.7,10.54,26.0,0.0,0.0,0.0,0,15.5,7.75,23.0,2,31.2,15.6,28.0,2,6.0,6.0,28.0,1,0,1,30,6,2,95,21,74,2.53,0
Primera Division,Real Madrid,2010,93.0,13.286,23.714,0.0,0.0,0.0,0,8.0,8.0,32.0,1,38.0,12.667,21.0,3,47.0,15.667,23.667,3,10.5,10.5,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.5,10.5,27.0,1,0.0,0.0,0.0,0,0,2,29,5,4,102,33,69,2.42,0
Primera Division,Sevilla FC,2010,17.1,2.85,23.5,0.0,0.0,0.0,0,8.8,2.933,23.667,3,8.3,2.767,23.333,3,0.0,0.0,0.0,0,29.6,7.4,27.75,0.0,0.0,0.0,0,22.0,7.333,27.0,3,0.0,0.0,0.0,0,7.6,7.6,30.0,1,0,5,17,7,14,62,61,1,1.53,1
Primera Division,Valencia CF,2010,27.85,4.642,26.333,0.0,0.0,0.0,0,0.3,0.3,29.0,1,12.0,6.0,24.5,2,15.55,5.183,26.667,3,84.35,12.05,26.571,0.3,0.3,25.0,1,7.5,3.75,28.0,2,29.55,14.775,24.0,2,47.0,23.5,28.5,2,0,3,21,8,9,64,44,20,1.87,1
Primera Division,Villarreal CF,2010,4.25,2.125,26.5,0.0,0.0,0.0,0,2.5,2.5,31.0,1,0.0,0.0,0.0,0,1.75,1.75,22.0,1,15.82,2.637,26.167,0.0,0.0,0.0,0,8.82,4.41,23.5,2,4.5,1.5,26.667,3,2.5,2.5,30.0,1,0,4,18,8,12,54,44,10,1.63,0
Primera Division,CA Osasuna,2010,2.79,1.395,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.79,1.395,25.5,2,10.25,5.125,22.5,0.0,0.0,0.0,0,10.25,5.125,22.5,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,9,13,8,17,45,46,-1,1.24,2
Primera Division,Málaga CF,2010,25.045,2.087,25.833,3.8,1.267,27.333,3,7.945,1.986,27.0,4,6.2,2.067,25.0,3,7.1,3.55,22.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,11,13,7,18,54,68,-14,1.21,1
Primera Division,RCD Espanyol Barcelona,2010,11.25,2.25,24.8,0.0,0.0,0.0,0,2.0,2.0,21.0,1,2.85,1.425,26.0,2,6.4,3.2,25.5,2,24.5,4.9,24.4,0.0,0.0,0.0,0,22.5,7.5,22.667,3,1.8,1.8,29.0,1,0.2,0.2,25.0,1,1,8,15,4,19,46,55,-9,1.29,1
Primera Division,Racing Santander,2010,1.465,0.366,25.0,0.0,0.0,0.0,0,0.315,0.315,27.0,1,0.1,0.1,25.0,1,1.05,0.525,24.0,2,10.0,5.0,22.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,6.0,19.0,1,4.0,4.0,26.0,1,1,12,12,10,16,41,56,-15,1.21,2
Primera Division,Real Zaragoza,2010,4.35,1.088,26.75,0.0,0.0,0.0,0,3.85,1.283,27.333,3,0.0,0.0,0.0,0,0.5,0.5,25.0,1,2.0,2.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,27.0,1,1,13,12,9,17,40,53,-13,1.18,2
Primera Division,Sporting Gijón,2010,0.8,0.8,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,0.8,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,10,11,14,13,35,42,-7,1.24,2
Primera Division,Deportivo de La Coruña,2010,0.65,0.325,28.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.65,0.325,28.5,2,16.4,5.467,27.667,0.0,0.0,0.0,0,12.0,12.0,24.0,1,0.0,0.0,0.0,0,4.4,2.2,29.5,2,2,18,10,13,15,31,47,-16,1.13,2
Primera Division,Getafe CF,2010,3.9,1.95,24.0,0.0,0.0,0.0,0,1.4,1.4,23.0,1,0.0,0.0,0.0,0,2.5,2.5,25.0,1,22.1,5.525,24.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.1,1.1,24.0,1,21.0,7.0,24.333,3,2,16,12,8,18,49,60,-11,1.16,2
Primera Division,Hércules CF,2010,6.21,1.242,24.4,0.8,0.8,23.0,1,0.25,0.25,25.0,1,1.66,0.83,24.0,2,3.5,3.5,26.0,1,0.4,0.4,26.0,0.0,0.0,0.0,0,0.4,0.4,26.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,19,9,8,21,36,60,-24,0.92,2
Primera Division,RCD Mallorca,2010,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.4,2.133,26.667,0.0,0.0,0.0,0,1.8,1.8,23.0,1,0.0,0.0,0.0,0,4.6,2.3,28.5,2,2,17,12,8,18,41,56,-15,1.16,2
Primera Division,Real Sociedad,2010,4.2,1.4,24.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,0.2,21.0,1,4.0,2.0,26.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,15,14,3,21,49,66,-17,1.18,1
Primera Division,UD Almería,2010,3.2,1.067,22.667,0.0,0.0,0.0,0,2.3,1.15,22.5,2,0.0,0.0,0.0,0,0.9,0.9,23.0,1,5.0,5.0,23.0,0.0,0.0,0.0,0,5.0,5.0,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,20,6,12,20,36,70,-34,0.79,2
Primera Division,FC Barcelona,2011,60.0,30.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,34.0,34.0,24.0,1,26.0,26.0,22.0,1,46.95,7.825,26.0,0.0,0.0,0.0,0,6.5,3.25,27.0,2,0.7,0.7,30.0,1,39.75,13.25,24.0,3,0,2,28,7,3,114,29,85,2.39,0
Primera Division,Levante UD,2011,1.55,0.387,24.25,0.15,0.15,24.0,1,0.2,0.2,27.0,1,0.2,0.2,24.0,1,1.0,1.0,22.0,1,8.0,4.0,26.5,0.0,0.0,0.0,0,0.5,0.5,31.0,1,0.0,0.0,0.0,0,7.5,7.5,22.0,1,0,6,16,7,15,54,50,4,1.45,2
Primera Division,Málaga CF,2011,59.25,7.406,25.625,0.0,0.0,0.0,0,10.55,3.517,27.0,3,44.5,11.125,23.75,4,4.2,4.2,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,4,17,7,14,54,53,1,1.53,1
Primera Division,Real Madrid,2011,56.0,14.0,21.75,0.0,0.0,0.0,0,41.0,20.5,20.5,2,10.0,10.0,22.0,1,5.0,5.0,24.0,1,8.0,2.667,23.0,0.0,0.0,0.0,0,5.5,5.5,24.0,1,2.5,1.25,22.5,2,0.0,0.0,0.0,0,0,1,32,4,2,121,32,89,2.63,0
Primera Division,Valencia CF,2011,34.0,4.857,23.0,3.0,3.0,26.0,1,15.5,5.167,23.667,3,8.0,4.0,21.0,2,7.5,7.5,22.0,1,32.9,10.967,25.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,28.7,14.35,24.0,2,4.2,4.2,29.0,1,0,3,17,10,11,59,44,15,1.61,1
Primera Division,Athletic Bilbao,2011,7.5,7.5,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.5,7.5,21.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,10,12,13,13,49,52,-3,1.29,2
Primera Division,CA Osasuna,2011,2.6,0.867,22.333,0.0,0.0,0.0,0,0.1,0.1,22.0,1,0.0,0.0,0.0,0,2.5,1.25,22.5,2,8.3,4.15,27.5,0.0,0.0,0.0,0,6.0,6.0,25.0,1,0.0,0.0,0.0,0,2.3,2.3,30.0,1,1,7,13,15,10,44,61,-17,1.42,2
Primera Division,Getafe CF,2011,3.3,1.65,22.5,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.0,0.0,0.0,0,3.0,3.0,19.0,1,18.58,3.716,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14.08,3.52,24.5,4,4.5,4.5,27.0,1,1,11,12,11,15,40,51,-11,1.24,2
Primera Division,RCD Espanyol Barcelona,2011,6.5,2.167,22.0,0.0,0.0,0.0,0,2.5,2.5,23.0,1,4.0,2.0,21.5,2,0.0,0.0,0.0,0,25.0,6.25,26.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,2.0,28.5,2,21.0,10.5,24.5,2,1,14,12,10,16,46,56,-10,1.21,1
Primera Division,RCD Mallorca,2011,3.6,0.9,24.25,0.0,0.0,0.0,0,0.6,0.3,25.0,2,0.0,0.0,0.0,0,3.0,1.5,23.5,2,9.75,3.25,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,4.5,23.0,2,0.75,0.75,29.0,1,1,8,14,10,14,42,46,-4,1.37,2
Primera Division,Real Betis Balompié,2011,3.435,0.859,26.5,0.0,0.0,0.0,0,0.585,0.292,27.0,2,1.35,1.35,22.0,1,1.5,1.5,30.0,1,4.5,4.5,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.5,4.5,29.0,1,0.0,0.0,0.0,0,1,13,13,8,17,47,56,-9,1.24,2
Primera Division,Real Sociedad,2011,1.5,1.5,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,1.5,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,12,12,11,15,46,52,-6,1.24,0
Primera Division,Sevilla FC,2011,19.0,2.714,25.571,0.0,0.0,0.0,0,6.8,2.267,26.0,3,1.2,1.2,22.0,1,11.0,3.667,26.333,3,15.7,2.243,24.429,0.0,0.0,0.0,0,5.1,1.7,24.333,3,5.0,5.0,30.0,1,5.6,1.867,22.667,3,1,9,13,11,14,48,47,1,1.32,0
Primera Division,Granada CF,2011,12.19,1.354,23.222,0.0,0.0,0.0,0,9.5,3.167,24.333,3,1.2,0.6,23.0,2,1.49,0.372,22.5,4,0.15,0.15,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,22.0,1,2,17,12,6,20,35,56,-21,1.11,2
Primera Division,Racing Santander,2011,0.35,0.35,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.35,0.35,18.0,1,2.1,1.05,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,0.2,26.0,1,1.9,1.9,24.0,1,2,20,4,15,19,28,63,-35,0.71,2
